crop_type,temperature,humidity,rainfall,soil_moisture,soil_ph,nitrogen,phosphorus,potassium,sunlight_hours,pest_activity,leaf_discoloration,growth_rate,previous_disease_history,disease_risk
Potato,12.38,60.91,152.88,64.71,7.24,72.98,69.58,68.71,6.86,0,0,0.796,0,Low Risk
Wheat,28.06,71.4,120.16,36.6,5.28,50.08,32.55,43.75,8.6,1,1,0.672,0,Medium Risk
Wheat,30.0,74.06,124.74,57.24,6.72,60.2,45.56,43.83,6.95,1,1,0.658,0,Medium Risk
Wheat,21.44,32.74,154.78,71.89,6.7,64.65,52.89,85.74,6.69,0,0,0.823,1,Low Risk
Maize,20.85,57.26,228.54,63.35,6.25,47.09,47.37,63.29,7.42,0,0,0.653,0,Low Risk
Soybean,46.68,73.49,93.98,48.26,4.75,56.66,33.92,9.08,6.05,0,0,0.456,1,High Risk
Rice,30.3,55.19,202.92,54.48,5.19,58.6,70.75,39.12,8.0,0,0,0.823,1,Low Risk
Rice,24.53,78.0,136.75,50.72,7.08,54.92,37.34,42.19,3.78,0,1,0.677,0,Medium Risk
Potato,23.18,54.32,175.67,48.86,7.02,87.12,69.61,29.99,7.73,0,0,0.623,0,Low Risk
Rice,24.55,51.6,248.69,50.08,7.2,77.76,52.76,80.72,8.45,0,0,0.757,0,Low Risk
Cotton,25.72,56.95,132.92,60.16,6.0,84.19,63.41,50.89,5.54,0,0,0.787,0,Low Risk
Rice,16.44,56.79,81.59,53.43,5.99,62.37,34.21,49.85,9.72,0,0,0.934,0,Low Risk
Tomato,29.81,71.02,101.83,45.29,6.05,45.4,66.96,52.99,5.71,0,0,0.517,1,Medium Risk
Cotton,39.65,95.66,88.8,56.39,5.69,23.67,16.39,30.44,5.73,1,1,0.361,1,High Risk
Maize,34.64,81.83,124.3,43.57,8.19,49.44,24.25,33.09,5.54,1,1,0.562,1,High Risk
Barley,27.5,60.74,228.33,64.9,5.11,82.49,30.9,66.33,5.43,0,0,0.773,0,Low Risk
Rice,33.9,65.69,102.53,45.08,6.03,50.33,64.86,25.2,5.53,0,1,0.556,1,Medium Risk
Wheat,19.02,52.12,86.85,58.33,5.77,72.55,46.28,55.44,10.33,0,1,0.827,0,Low Risk
Tomato,30.62,73.39,24.18,29.83,5.69,38.66,11.2,29.27,3.86,1,1,0.315,0,High Risk
Barley,37.24,68.58,82.46,53.8,6.55,13.02,22.71,32.72,7.14,1,1,0.528,1,High Risk
Soybean,38.19,87.88,37.46,55.41,7.5,50.1,34.45,25.13,5.51,1,1,0.562,1,High Risk
Rice,22.37,40.52,94.7,64.23,7.41,42.8,37.79,55.34,4.94,0,0,0.81,0,Low Risk
Soybean,40.54,100.0,8.34,35.03,6.73,30.77,34.67,38.06,3.93,1,1,0.351,0,High Risk
Cotton,32.9,91.64,93.85,62.33,7.06,21.03,8.8,33.05,3.96,1,1,0.347,1,High Risk
Sunflower,34.96,87.22,37.15,43.53,5.65,43.99,19.51,25.42,7.61,0,1,0.376,0,High Risk
Tomato,33.04,82.95,19.41,30.03,6.89,37.37,27.35,39.96,5.42,1,1,0.476,0,High Risk
Soybean,39.88,66.25,69.42,54.26,6.23,26.88,36.75,26.46,2.78,1,1,0.405,0,High Risk
Barley,32.25,73.86,102.75,46.87,7.78,17.11,42.38,45.24,6.37,1,1,0.679,1,Medium Risk
Maize,32.28,60.92,138.81,49.1,6.1,50.87,48.08,43.46,6.75,0,0,0.645,1,Medium Risk
Cotton,30.69,71.82,86.15,33.96,5.6,40.93,22.65,0.0,5.18,1,0,0.64,1,High Risk
Sunflower,33.46,63.7,135.95,61.63,6.35,70.62,33.97,51.64,5.48,1,1,0.73,0,Medium Risk
Rice,25.3,36.96,54.32,68.45,6.5,87.68,33.52,67.28,10.8,0,0,0.862,0,Low Risk
Maize,25.27,66.84,68.31,47.7,5.84,31.71,42.26,71.11,6.62,1,0,0.678,1,Medium Risk
Wheat,28.71,68.07,109.6,36.61,6.99,58.25,49.87,30.87,6.37,0,0,0.761,0,Medium Risk
Rice,31.34,59.73,108.89,56.28,6.83,74.59,31.01,37.11,5.95,0,0,0.377,1,Medium Risk
Wheat,32.21,68.17,171.79,50.24,6.79,73.58,34.04,38.93,9.14,1,1,0.494,0,Medium Risk
Tomato,29.99,70.93,99.72,52.98,7.19,54.16,31.59,6.42,8.82,0,0,0.639,0,Medium Risk
Wheat,40.62,80.84,101.86,43.63,7.58,25.92,32.5,24.43,4.0,1,1,0.292,1,High Risk
Tomato,27.57,57.72,129.87,45.88,6.99,111.23,51.75,34.44,8.69,0,0,0.906,0,Low Risk
Sugarcane,27.18,75.06,199.5,75.78,7.12,90.23,73.93,63.03,5.64,1,0,0.789,0,Low Risk
Wheat,28.55,68.29,121.3,56.41,5.8,43.09,45.33,43.52,4.19,1,0,0.809,0,Medium Risk
Potato,31.95,90.11,29.45,51.29,6.03,36.25,50.79,44.05,3.57,1,0,0.163,0,High Risk
Soybean,40.65,95.39,23.92,20.83,6.21,37.77,13.69,7.73,6.59,1,0,0.385,1,High Risk
Cotton,21.43,52.3,217.42,76.81,5.12,69.03,32.57,45.11,5.21,0,0,0.733,0,Low Risk
Potato,39.2,93.89,70.04,52.58,6.74,50.4,43.0,30.26,4.49,1,1,0.44,0,High Risk
Maize,37.06,89.05,99.43,47.18,5.26,29.66,14.27,30.14,5.71,1,1,0.441,1,High Risk
Soybean,38.6,76.07,38.36,26.76,7.32,25.37,21.26,33.41,3.83,0,0,0.572,1,High Risk
Sunflower,30.66,63.24,60.81,44.91,6.69,56.54,22.78,31.87,8.09,0,0,0.701,1,Medium Risk
Sugarcane,42.97,91.99,85.18,48.15,7.03,15.11,32.64,47.78,4.48,1,1,0.267,1,High Risk
Soybean,22.8,68.51,109.76,54.03,7.1,65.71,18.68,44.19,10.02,0,1,0.662,1,Medium Risk
Sunflower,28.7,67.23,138.57,71.83,7.02,54.55,30.96,44.19,8.03,1,1,0.708,0,Medium Risk
Sunflower,27.13,38.09,154.39,62.46,6.65,68.35,57.75,70.91,5.49,0,0,0.955,0,Low Risk
Rice,20.44,50.55,100.7,78.54,7.46,78.93,75.81,70.78,7.74,0,0,0.857,0,Low Risk
Sunflower,23.46,46.4,177.77,85.73,6.85,40.13,45.67,61.71,8.13,0,1,0.747,0,Low Risk
Soybean,37.36,80.3,92.4,44.59,8.26,47.95,31.56,0.08,6.09,1,1,0.578,1,High Risk
Soybean,32.82,74.68,96.54,41.86,5.83,23.83,2.79,32.18,5.11,1,1,0.327,1,High Risk
Potato,17.32,72.65,100.34,51.84,7.42,43.7,59.08,40.22,9.87,0,0,0.603,0,Low Risk
Rice,26.72,76.9,0.0,45.7,5.57,36.97,40.92,42.13,6.56,0,0,0.769,1,Medium Risk
Wheat,41.06,81.73,70.02,38.99,5.6,26.24,31.55,8.36,7.03,1,0,0.393,1,High Risk
Soybean,35.66,69.52,136.42,59.76,6.37,53.48,43.82,37.67,7.21,0,1,0.448,1,Medium Risk
Rice,32.04,97.04,41.77,34.36,5.18,43.44,32.05,30.14,6.61,1,1,0.485,1,High Risk
Barley,34.3,67.69,6.74,37.21,6.65,12.74,6.77,3.8,5.72,1,1,0.513,1,High Risk
Sugarcane,24.78,65.27,141.38,62.68,6.69,51.94,74.68,53.41,8.98,0,0,0.897,0,Low Risk
Wheat,26.57,76.92,64.82,45.27,6.64,50.2,55.8,10.69,7.72,0,0,0.622,1,Medium Risk
Potato,31.4,71.42,187.47,60.62,7.21,43.68,42.99,21.99,7.12,0,1,0.668,0,Medium Risk
Wheat,29.08,83.34,81.0,64.71,6.34,37.35,33.78,29.61,8.18,1,0,0.49,0,Medium Risk
Cotton,22.67,61.62,99.71,69.15,6.17,74.83,45.78,81.45,8.66,0,0,0.885,0,Low Risk
Cotton,22.1,72.1,100.54,63.92,7.73,81.62,36.51,38.41,8.41,0,0,0.835,0,Low Risk
Barley,29.73,56.87,172.97,58.96,4.98,62.58,33.53,37.35,8.13,1,0,0.636,0,Medium Risk
Sugarcane,25.86,68.43,165.87,46.86,5.94,33.55,61.75,45.91,7.96,0,0,0.805,0,Low Risk
Rice,36.38,80.88,73.26,45.84,6.0,56.45,54.95,61.6,6.35,1,0,0.775,1,Medium Risk
Wheat,29.0,58.47,83.44,45.92,6.85,62.79,16.65,28.18,7.82,0,1,0.713,0,Medium Risk
Potato,26.77,49.1,179.98,57.26,5.3,55.26,44.84,79.15,9.35,0,0,0.982,0,Low Risk
Cotton,28.01,71.54,33.47,53.36,7.02,59.29,35.64,57.81,5.09,0,0,0.641,1,Medium Risk
Barley,27.48,68.46,217.24,64.91,5.89,67.41,49.69,51.98,6.89,0,0,0.837,0,Low Risk
Wheat,33.82,91.6,122.98,70.55,6.29,25.83,21.04,32.43,4.53,1,0,0.541,1,High Risk
Barley,28.0,69.17,129.77,54.88,6.04,45.27,35.61,68.18,6.68,0,1,0.712,0,Medium Risk
Potato,32.1,100.0,78.93,26.54,6.2,50.9,13.28,24.94,7.28,1,1,0.454,1,High Risk
Rice,34.58,67.37,119.43,40.21,5.74,37.91,24.99,14.78,6.06,1,1,0.802,1,Medium Risk
Soybean,27.79,47.96,119.59,61.78,7.39,92.3,33.17,74.09,7.91,0,0,0.816,0,Low Risk
Sugarcane,38.53,89.15,141.75,41.29,5.84,23.55,20.16,17.12,2.0,1,1,0.443,1,High Risk
Maize,31.2,63.59,139.92,66.72,6.21,71.66,55.3,54.15,6.97,0,0,0.942,1,Low Risk
Maize,34.61,84.16,45.79,39.38,6.51,14.16,18.15,0.6,3.64,1,0,0.419,0,High Risk
Wheat,32.32,73.18,44.26,54.3,5.91,79.87,37.89,42.25,9.28,1,0,0.771,0,Medium Risk
Maize,33.17,62.34,122.15,26.68,6.06,65.33,22.08,27.96,7.98,0,0,0.589,0,Medium Risk
Maize,29.04,80.53,87.17,45.09,6.84,73.52,35.46,9.12,4.65,1,1,0.68,1,Medium Risk
Sunflower,39.2,68.14,36.17,30.6,6.77,37.89,14.41,36.0,4.53,0,1,0.546,0,High Risk
Tomato,24.12,53.38,163.23,67.5,6.93,65.02,53.9,66.72,6.49,0,0,0.837,0,Low Risk
Rice,18.61,63.27,131.59,59.02,6.92,77.2,43.12,51.92,7.22,0,0,0.934,0,Low Risk
Maize,30.42,82.26,112.64,41.63,6.69,42.87,32.6,16.23,3.46,1,0,0.571,1,High Risk
Maize,39.44,57.93,45.94,66.78,6.25,30.56,24.69,54.14,5.02,1,1,0.24,1,High Risk
Potato,23.9,51.93,85.19,40.54,6.07,44.95,34.53,56.38,8.16,0,0,0.647,0,Medium Risk
Sugarcane,19.94,49.01,165.79,63.58,5.91,52.49,53.38,57.45,11.24,0,0,0.824,0,Low Risk
Sunflower,31.14,47.71,86.16,49.71,7.02,51.38,55.44,35.26,5.63,0,1,0.876,0,Medium Risk
Sugarcane,28.49,68.87,97.08,60.1,6.61,57.79,47.12,17.78,8.18,0,1,0.688,0,Medium Risk
Wheat,36.29,93.0,37.47,44.16,6.21,54.38,18.26,41.36,5.29,0,1,0.45,0,High Risk
Maize,20.8,42.36,170.95,72.31,6.63,76.53,73.45,77.43,8.05,0,0,0.777,0,Low Risk
Sugarcane,29.21,61.37,115.86,44.75,6.54,29.29,31.6,63.42,7.29,1,1,0.783,1,Medium Risk
Tomato,24.26,40.01,123.07,70.25,6.15,71.43,52.96,85.31,9.32,1,0,0.888,0,Low Risk
Sugarcane,26.81,73.15,90.84,34.26,6.62,64.22,9.82,28.82,8.86,0,0,0.69,0,Medium Risk
Rice,24.53,49.59,186.1,63.01,5.6,79.14,66.48,58.04,7.9,0,0,0.831,0,Low Risk
Sugarcane,30.73,71.79,70.34,44.67,7.58,67.39,20.19,43.82,9.18,0,0,0.628,0,Medium Risk
Sugarcane,18.55,59.19,198.14,63.43,6.42,87.09,41.67,38.58,7.7,0,0,0.874,0,Low Risk
Maize,40.92,81.71,86.07,36.17,7.59,16.6,37.35,14.47,4.49,0,1,0.589,1,High Risk
Soybean,24.91,33.84,200.95,55.02,5.89,73.13,51.29,76.75,8.41,0,0,0.936,0,Low Risk
Potato,25.8,46.84,161.15,68.19,6.15,71.93,33.96,67.69,7.92,0,0,0.911,0,Low Risk
Wheat,28.72,77.79,64.57,30.14,6.57,29.37,26.96,37.03,5.86,1,1,0.458,1,High Risk
Potato,27.06,66.56,188.74,58.74,7.01,42.85,54.73,84.25,6.96,0,1,0.912,0,Low Risk
Sugarcane,24.73,43.76,79.93,71.29,6.54,73.15,56.67,46.25,7.39,0,0,0.97,0,Low Risk
Wheat,23.8,60.86,148.03,58.55,5.27,83.01,49.38,53.89,8.38,0,1,0.736,0,Low Risk
Tomato,41.06,72.43,108.37,53.88,7.22,6.09,2.74,23.72,4.88,0,1,0.504,1,High Risk
Tomato,28.43,49.84,108.35,66.61,6.47,77.8,48.63,76.19,7.4,0,0,0.662,0,Low Risk
Tomato,37.96,81.4,58.12,51.65,5.69,37.68,13.95,20.93,7.23,1,1,0.388,1,High Risk
Rice,27.39,79.38,195.76,42.27,6.73,84.93,52.41,28.03,6.6,1,0,0.676,0,Medium Risk
Potato,29.87,76.85,63.93,40.47,5.61,38.39,29.88,34.3,6.94,1,1,0.55,0,Medium Risk
Maize,24.23,60.42,70.58,73.06,7.4,63.63,82.48,77.19,9.76,0,0,0.939,0,Low Risk
Sunflower,16.44,47.14,135.11,53.11,6.26,80.03,59.5,81.16,5.74,0,0,0.778,0,Low Risk
Rice,29.43,27.88,203.91,72.97,7.13,39.82,62.23,59.3,4.21,0,0,0.95,0,Low Risk
Sugarcane,19.46,67.3,238.83,60.09,5.77,70.44,61.88,51.39,7.81,0,0,0.854,0,Low Risk
Soybean,22.88,86.61,70.39,61.52,6.79,76.4,47.31,28.58,6.48,0,1,0.72,0,Medium Risk
Wheat,36.57,87.34,101.17,45.33,7.46,44.54,22.27,50.16,4.59,0,1,0.376,1,High Risk
Potato,30.71,74.15,182.76,59.67,6.65,52.35,28.05,35.95,6.85,0,1,0.615,0,Medium Risk
Tomato,33.12,82.55,55.04,58.4,5.45,61.88,33.1,0.0,4.75,1,1,0.445,1,High Risk
Tomato,36.35,91.39,53.06,46.84,6.65,22.63,36.55,10.14,5.09,1,0,0.421,0,High Risk
Maize,32.57,69.4,120.33,58.73,6.67,82.95,50.35,45.65,6.92,0,0,0.82,0,Low Risk
Rice,29.81,64.83,133.75,48.82,6.16,44.97,38.78,28.86,9.12,1,1,0.589,1,Medium Risk
Soybean,21.91,64.49,140.43,68.54,6.31,60.8,72.95,74.91,5.31,0,0,0.775,0,Low Risk
Rice,34.22,91.22,0.0,46.0,5.84,50.93,46.41,26.16,8.08,1,1,0.344,1,High Risk
Maize,40.81,69.85,131.35,45.84,6.7,35.27,37.16,22.13,6.68,1,1,0.38,1,High Risk
Potato,38.09,97.2,60.27,46.52,5.89,29.74,18.83,55.21,3.88,0,0,0.429,1,High Risk
Maize,22.8,60.21,120.56,48.5,6.41,75.03,26.0,78.96,6.13,0,0,0.778,1,Low Risk
Potato,24.79,55.43,178.56,47.39,6.93,65.45,34.04,65.95,7.31,0,1,0.659,0,Low Risk
Sunflower,35.54,69.22,134.72,53.25,8.17,1.85,21.69,19.69,2.82,1,0,0.426,1,High Risk
Tomato,26.57,57.56,127.19,59.51,6.3,84.85,58.18,30.0,10.85,0,0,0.791,0,Low Risk
Wheat,32.0,61.43,145.43,43.42,6.21,57.76,26.11,51.06,8.58,1,1,0.666,1,Medium Risk
Sunflower,30.95,100.0,36.87,38.82,6.0,22.23,35.01,44.74,6.48,1,0,0.517,1,High Risk
Wheat,29.43,53.28,87.04,43.66,6.84,53.68,39.49,42.04,8.97,0,1,0.648,0,Medium Risk
Cotton,34.02,93.6,31.94,51.71,6.93,65.32,28.2,22.24,3.65,1,1,0.475,1,High Risk
Wheat,34.06,96.8,130.63,51.47,7.11,16.74,19.6,19.21,7.05,1,1,0.654,1,High Risk
Soybean,37.96,77.34,85.85,26.17,6.06,14.12,2.49,14.65,5.61,0,1,0.287,0,High Risk
Rice,33.59,77.3,108.22,56.01,7.05,48.78,25.06,8.48,4.67,0,1,0.348,1,High Risk
Maize,21.78,68.09,67.11,50.48,6.81,36.33,43.87,75.97,11.06,0,0,0.849,0,Low Risk
Soybean,29.19,69.66,70.68,48.77,4.99,11.0,41.34,18.58,4.29,1,1,0.274,0,High Risk
Rice,30.93,77.03,40.96,49.2,7.37,23.27,9.74,16.32,5.64,1,0,0.423,1,High Risk
Sugarcane,40.51,63.39,62.22,48.87,5.9,34.92,46.78,40.18,5.82,1,0,0.58,1,High Risk
Maize,22.67,54.67,145.39,58.6,6.27,58.22,50.13,67.57,5.81,0,1,0.95,0,Low Risk
Soybean,27.51,78.38,59.04,39.47,6.45,42.2,35.42,40.75,6.96,1,1,0.799,0,Medium Risk
Barley,37.6,84.93,35.06,35.01,7.29,46.95,49.44,11.09,6.47,1,1,0.503,1,High Risk
Tomato,32.68,88.91,125.56,35.62,6.41,32.86,22.16,32.48,6.51,0,1,0.409,1,High Risk
Barley,31.84,58.13,108.28,63.69,6.23,76.51,49.49,61.04,6.63,0,0,0.919,0,Low Risk
Rice,42.28,79.85,82.73,31.65,5.81,37.48,20.92,52.63,5.06,1,1,0.503,0,High Risk
Maize,29.29,80.16,84.82,25.52,6.8,9.6,30.77,18.72,7.06,0,0,0.342,1,High Risk
Wheat,32.74,89.5,107.61,50.21,6.31,43.35,25.87,46.18,7.53,0,0,0.691,0,Medium Risk
Sugarcane,34.1,83.56,114.56,45.38,5.97,8.12,31.23,13.51,4.71,1,1,0.44,1,High Risk
Barley,27.66,65.73,141.01,76.25,6.31,75.05,45.35,50.57,9.57,0,0,1.0,0,Low Risk
Rice,31.96,75.54,196.31,40.87,8.65,54.34,34.25,53.7,6.46,0,1,0.617,1,Medium Risk
Tomato,28.96,63.46,91.48,62.44,6.38,86.7,62.37,78.46,6.32,0,0,0.742,0,Low Risk
Maize,27.7,69.25,16.63,59.9,7.69,52.86,18.73,55.4,5.85,1,0,0.668,0,Medium Risk
Soybean,34.09,83.08,108.49,48.57,7.45,15.09,14.74,14.72,8.17,1,1,0.476,0,High Risk
Wheat,24.97,67.77,45.28,41.67,6.99,43.54,46.91,49.98,6.9,0,0,0.547,1,Medium Risk
Cotton,40.4,84.19,61.14,39.17,6.6,24.19,28.86,22.92,7.83,0,1,0.222,1,High Risk
Sunflower,27.74,75.32,108.24,58.87,8.53,35.99,48.57,53.93,9.67,1,0,0.741,0,Medium Risk
Cotton,40.68,81.54,53.99,29.14,6.39,12.45,29.15,40.84,4.91,1,0,0.444,0,High Risk
Soybean,31.16,75.1,136.81,42.18,6.43,43.1,41.22,53.11,6.74,1,0,0.662,1,Medium Risk
Cotton,31.82,80.67,66.76,36.24,6.76,75.35,26.77,51.45,6.01,0,1,0.756,1,Medium Risk
Cotton,16.28,59.32,195.68,54.72,4.74,69.42,50.21,70.14,11.02,0,0,0.782,0,Low Risk
Wheat,26.02,56.98,192.03,57.21,6.27,87.67,44.48,46.77,6.88,0,0,0.895,0,Low Risk
Sugarcane,33.51,93.91,133.7,34.91,5.96,0.0,5.81,19.02,7.11,1,0,0.465,1,High Risk
Potato,32.03,94.37,67.32,34.56,6.36,27.22,46.7,12.86,3.55,1,1,0.313,1,High Risk
Potato,33.51,78.21,128.53,62.14,5.34,74.42,27.81,49.21,6.0,0,0,0.681,0,Medium Risk
Potato,27.78,83.24,130.42,50.34,7.42,49.16,46.43,61.3,6.59,0,1,0.693,0,Medium Risk
Sunflower,40.64,89.51,89.52,27.69,6.73,39.39,35.11,23.81,7.34,0,0,0.53,1,High Risk
Sugarcane,28.43,74.75,44.4,56.83,6.88,32.17,0.0,3.28,6.59,1,1,0.498,0,High Risk
Barley,37.98,65.78,102.81,34.51,6.34,19.08,43.13,11.45,5.35,1,0,0.288,1,High Risk
Maize,40.44,77.67,97.75,28.05,8.03,18.83,21.54,28.14,5.62,1,1,0.465,1,High Risk
Wheat,38.61,65.93,69.21,62.86,6.15,21.68,45.85,21.49,4.41,1,1,0.49,0,High Risk
Wheat,26.04,71.05,159.9,72.73,5.9,91.31,40.09,52.0,5.82,0,0,0.847,0,Low Risk
Barley,26.48,62.33,171.89,62.02,7.14,42.45,35.74,39.29,10.31,0,1,0.587,0,Medium Risk
Potato,34.4,84.9,46.36,49.4,6.54,2.15,13.91,26.35,3.47,1,1,0.464,0,High Risk
Maize,26.48,75.57,150.83,52.72,6.37,90.62,42.25,48.81,7.28,0,0,0.725,0,Low Risk
Cotton,36.02,87.61,75.76,50.19,5.76,53.58,27.78,39.22,4.39,1,1,0.454,1,High Risk
Barley,26.92,67.01,63.12,36.57,6.73,51.03,32.0,31.46,5.2,0,0,0.682,0,Medium Risk
Sunflower,36.31,90.77,99.17,29.41,6.93,40.88,30.86,64.69,6.59,1,1,0.517,1,High Risk
Soybean,34.67,75.15,109.94,71.92,6.57,65.87,30.48,4.59,7.34,0,0,0.694,1,Medium Risk
Tomato,29.82,37.18,115.11,71.29,7.45,68.95,68.46,49.73,5.74,0,0,0.899,0,Low Risk
Sugarcane,19.3,42.34,120.79,55.26,6.97,89.81,65.57,69.16,5.61,0,0,0.66,0,Low Risk
Soybean,23.38,58.19,106.59,72.69,4.55,68.69,63.69,40.91,8.6,0,0,0.752,0,Low Risk
Sunflower,33.29,65.52,184.73,54.7,7.72,66.83,72.29,65.67,6.32,0,1,0.731,1,Medium Risk
Potato,43.59,58.35,89.61,41.66,6.75,21.63,25.03,14.69,7.06,1,1,0.521,0,High Risk
Soybean,30.07,69.31,140.4,39.31,5.07,52.64,42.25,42.49,7.04,1,1,0.738,1,Medium Risk
Soybean,37.83,90.14,52.47,37.23,6.02,40.16,40.78,0.0,5.3,1,0,0.618,1,High Risk
Sunflower,38.23,72.66,98.87,40.15,6.37,64.58,33.41,34.43,8.06,0,0,0.545,0,Medium Risk
Rice,24.09,45.54,147.26,56.5,6.63,47.41,54.77,74.23,7.69,0,0,0.885,0,Low Risk
Maize,28.0,87.38,139.33,50.93,5.17,54.63,41.82,41.82,7.07,0,0,0.83,1,Medium Risk
Sugarcane,16.88,58.41,84.75,55.97,6.85,81.87,58.07,64.48,6.32,0,0,0.918,0,Low Risk
Rice,21.52,74.53,105.56,67.27,6.79,90.12,48.52,38.16,9.49,1,0,0.795,0,Low Risk
Tomato,31.59,85.26,107.41,46.57,6.04,40.49,59.43,30.09,6.38,0,0,0.792,0,Medium Risk
Soybean,35.13,93.03,98.03,45.44,6.51,10.32,12.19,24.98,6.97,1,1,0.49,1,High Risk
Potato,33.64,79.89,84.59,40.9,6.83,60.12,29.82,14.89,7.82,0,1,0.565,1,High Risk
Maize,26.27,68.74,148.39,41.22,6.95,50.85,38.57,40.09,8.16,0,1,0.717,0,Medium Risk
Rice,38.14,73.34,119.4,19.78,6.48,40.59,22.11,13.98,7.87,1,1,0.407,1,High Risk
Soybean,36.85,47.86,95.81,40.68,6.97,78.86,45.86,86.46,4.93,0,1,0.52,1,Medium Risk
Soybean,27.14,52.01,139.59,76.83,6.31,43.05,47.85,32.95,9.24,1,0,0.691,1,Medium Risk
Sunflower,25.56,71.01,97.3,66.71,5.39,63.44,36.26,72.02,5.17,0,0,0.797,0,Low Risk
Soybean,34.74,91.24,49.39,39.31,7.01,23.33,3.4,22.35,4.89,1,1,0.346,1,High Risk
Soybean,34.03,69.01,164.04,53.9,6.61,44.03,39.29,33.78,8.02,1,1,0.65,1,Medium Risk
Sunflower,24.99,77.5,203.01,64.22,5.76,77.16,58.88,56.45,8.48,0,0,0.971,0,Low Risk
Sugarcane,35.27,65.56,23.14,29.39,6.25,28.6,45.18,33.12,4.9,1,0,0.503,1,High Risk
Wheat,25.05,79.16,77.05,58.04,7.14,56.83,42.69,28.68,4.98,1,0,0.584,1,Medium Risk
Barley,22.78,72.45,86.1,40.25,6.97,53.65,48.93,43.35,7.32,0,0,0.73,0,Medium Risk
Sunflower,26.48,89.56,145.46,29.68,7.36,22.33,16.0,11.01,5.38,1,1,0.434,1,High Risk
Sugarcane,36.27,75.51,89.13,50.27,7.64,39.85,14.2,8.09,6.68,1,1,0.361,1,High Risk
Sugarcane,31.57,57.38,79.26,50.25,5.96,52.23,48.59,62.94,9.5,1,0,0.645,1,Medium Risk
Sunflower,25.68,68.24,147.44,50.99,6.25,68.85,44.35,43.41,5.85,1,0,0.625,1,Medium Risk
Maize,28.53,71.6,76.26,50.74,6.46,71.06,43.92,34.21,5.86,0,1,0.617,0,Medium Risk
Tomato,36.04,69.48,85.98,35.74,5.49,55.65,55.41,39.46,6.17,0,1,0.72,1,Medium Risk
Maize,32.35,76.71,135.72,48.72,6.48,61.66,47.31,61.36,7.83,1,1,0.71,1,Medium Risk
Maize,35.4,61.02,151.45,52.22,5.57,52.98,44.19,53.23,6.64,0,0,0.909,0,Medium Risk
Cotton,26.52,70.68,113.84,48.58,5.8,56.69,48.15,33.33,9.93,1,0,0.802,0,Medium Risk
Wheat,27.55,57.91,217.79,56.35,6.08,39.87,47.66,57.67,8.2,0,0,0.607,1,Medium Risk
Sugarcane,22.54,54.28,114.64,61.43,6.85,80.06,21.73,41.6,7.54,0,0,0.877,0,Low Risk
Soybean,33.64,63.06,85.3,44.07,5.99,66.91,39.71,41.05,7.04,1,1,0.672,0,Medium Risk
Barley,23.69,56.13,171.13,68.37,6.55,77.6,52.19,49.1,6.43,0,0,0.89,0,Low Risk
Sunflower,28.41,78.84,137.67,54.47,7.22,55.22,35.14,22.48,9.8,0,0,0.762,1,Medium Risk
Tomato,28.78,89.44,73.54,53.64,6.64,55.64,51.87,26.2,7.24,0,1,0.847,1,Medium Risk
Sunflower,24.31,35.36,192.57,57.04,5.12,52.27,60.45,82.59,8.03,0,0,0.722,0,Low Risk
Rice,30.59,53.38,188.06,56.85,5.39,52.15,49.95,61.51,8.81,0,1,0.874,0,Low Risk
Sugarcane,27.67,55.02,98.63,76.59,6.24,59.93,49.41,65.25,7.75,0,0,0.481,0,Low Risk
Wheat,31.57,46.16,119.08,51.29,7.01,76.73,48.1,47.15,8.14,0,0,0.664,0,Low Risk
Wheat,31.2,59.22,97.69,57.45,6.72,46.62,30.2,49.43,9.56,0,0,0.56,0,Medium Risk
Potato,18.67,38.78,159.33,56.44,7.11,65.34,21.16,66.21,4.95,0,1,0.841,0,Low Risk
Barley,26.33,68.08,90.19,47.28,8.01,56.85,41.76,52.34,7.65,0,0,0.467,0,Medium Risk
Cotton,36.56,100.0,21.61,41.9,7.46,39.22,23.41,5.93,7.77,1,1,0.373,0,High Risk
Sugarcane,25.04,65.97,93.52,57.22,6.55,43.34,52.62,37.58,5.8,0,1,0.709,1,Medium Risk
Rice,27.32,66.3,121.01,39.7,6.18,71.84,51.63,31.13,9.8,1,1,0.607,0,Medium Risk
Sunflower,32.34,81.87,10.14,53.0,7.06,15.27,39.82,26.28,4.45,1,1,0.457,1,High Risk
Soybean,33.48,65.96,98.93,37.78,7.03,52.56,42.77,58.02,8.08,0,0,0.563,1,Medium Risk
Rice,35.28,85.91,129.45,34.89,7.58,16.95,22.94,40.68,7.29,1,1,0.441,1,High Risk
Soybean,28.28,77.53,94.13,57.52,7.01,20.92,44.38,58.99,8.6,0,1,0.623,1,Medium Risk
Cotton,32.9,74.27,91.33,32.56,7.34,57.95,0.0,37.28,2.41,1,1,0.284,1,High Risk
Soybean,34.45,66.69,100.65,36.16,5.93,53.42,35.97,24.46,4.77,1,0,0.543,0,Medium Risk
Maize,27.89,47.44,164.65,54.93,6.37,72.41,49.92,70.3,8.73,0,0,0.669,0,Low Risk
Cotton,33.24,72.3,94.95,31.43,7.55,39.71,42.29,18.17,6.98,0,0,0.66,0,Medium Risk
Maize,26.6,64.91,143.08,64.33,7.24,30.36,37.3,38.26,7.6,1,0,0.621,0,Medium Risk
